title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
Data SCRAPING Project,4 weeks ago,"Data Extraction from the given data in a given sheet and collating them in the given format in the Google sheet. Completing a Lead means: entering their Email ID, Phone numbers at least 2, a Facebook page link of the clinic, Website Link, etc

The remuneration of the project is $20 for 200 Completed leads",/jobs/Data-span-class-highlight-SCRAPING-span-Project_~01159971d28abbf267/?referrer_url_path=/nx/search/jobs,$30.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;P;y;h;o;M;E;x",
Set up Instantly.AI,4 weeks ago,"Hello,
I have 4 domains already created in G-Suite for my outbound reach. I am an IT recruiter. I need support with the following:
Present Task
1. Set up Instantly.AI with the 4 domains
2.DKIM,SPF, DMARC and SMPT - if not already set up
3.All DNS set up-if not already set up
4. Warming up of the domains
5. Enitre end to end demo of Instantly.ai

Future task
5. Set up campaign in coming days
6. CRM intergration in future ,etc.

Budget not set ans we can discuss, thanks
Pleas can we have a chat so that you can undertsand the expecattions and I can undertsand how you can help me out. 
Thanks.
Nafeesa",/jobs/Set-Instantly_~011a1420c6947616f3/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;M;k;e;L;d;G;o;y;s;B;u;O;R;h;f;x;P;C;A;v;I;+;8",Hourly
Scrap The Website and Send the Message/Screenshot to Telegram Channel and Email Subscriber list,4 weeks ago,"1. Visit https://www.thetradewizard.com/
2. Scalp the menu (Breakout, Bottoming, Breakup From Consolidation, Theme Play Watchlist) and send to email subscriber lists and Telegram Channel on 6.15pm (GMT+8) everyday 
3. Scalp the menu (Corporate Action) by end of the day 6.10pm (GMT+8) everyday and send to Telegram Channel Only

**The account only for Free Two Weeks. But, I want to use it as FREE. If you have better options, please suggest.
**I can modify the list of email subscribers (add,remove them from this email loop. There is also an expiry date for the email subscription)
**API Integration (Design Email Template) / Screenshot (Don't want it to look exactly similar with the website due to Copyright issue) 
**The message that send to Telegram Channel can be easily modify from backend
**Full Source Code & Tutorials will be provided by you.",/jobs/span-class-highlight-Scrap-span-The-Website-and-Send-the-Message-Screenshot-Telegram-Channel-and-span-class-highlight-Email-span-Subscriber-list_~01dae2d93373685f9f/?referrer_url_path=/nx/search/jobs,$180.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;A;P;I;e;o;E;x;N;d;.;j;s;y;Q;u;m;C;w;l;h;+;3",
"List Call list Building and Cold Calling to Used Car Dealerships in San Diego County, California",4 weeks ago,"I need to have a lead/ call list generated of all used car dealers in San Diego County, California to sell Auto Registration Services and Auto Insurance Services.  

After the list is created, the list needs to be called to generate clients for our service.",/jobs/List-Call-list-Building-and-Cold-Calling-Used-Car-Dealerships-San-Diego-County-California_~01a2615b048285cd97/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $7.00,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;D;S;c;p;L;d;G;o;C;s;B;u;y;P;f;x;+;5",$4.00 - $7.00
Recruitment lead generation,4 weeks ago,"i need you to go on https://uk.indeed.com/ and other sites and find me companies and institutions and nurseries/schools that are actively recruiting for a number of positions such as teachers, teaching assistants , nursery practitioner ,nurse, educator, cooks, etc just anyone that will work in a nursery in the UK
Please find me the HR Manager, HR Director, HR Officer, Directors or any anyone who deals with recruitment.
put this on a spreadsheet for me with the company name, vacancy, first name, email address (direct email)
You can use Apollo.io to find emails for free and also use LinkedIn. Please watch this video as an example - https://youtu.be/G4bRcD1_xOl?si=diwZuN_446sHya6s
I need a 100 leads and if these leads are good i will hire you again and eventually potentially hire you on a daily basis for 100 leads a day so make sure you find good ones please",/jobs/Recruitment-lead-generation_~0118aaccf291dc56e7/?referrer_url_path=/nx/search/jobs,$10.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;L;s;e;d;G;o;R;k;I;N;v;B;2;f;u;h;V;A;M;C;x;P;y;+;1;0",
Lead Generation Specialist,4 weeks ago,"Responsibilities:

Conduct thorough lead research and data scraping to identify potential clients within our target market.

Utilize various online platforms, databases, and tools to gather relevant contact information and company details.

Develop and implement strategic lead generation campaigns to generate a steady stream of high-quality leads.

Initiate outbound cold calls and emails to engage prospects, introduce our agency's services, and qualify leads.

Build and maintain a robust pipeline of qualified leads, tracking progress and updating lead databases accordingly.

Collaborate closely with the sales and marketing teams to align lead generation efforts with overall business goals and objectives.

Stay updated on industry trends, market developments, and competitor activity to inform lead generation strategies and tactics.

Requirements:

Proven experience in lead generation, prospecting, and outbound sales in a similar role or industry.

Strong proficiency in lead research, data scraping, and using various online platforms and tools for prospecting.

Excellent communication and interpersonal skills, with the ability to engage prospects effectively through cold calling and email outreach.

Results-oriented mindset with a track record of achieving or exceeding lead generation targets and objectives.

Highly organized and detail-oriented, with the ability to manage multiple tasks and prioritize effectively in a fast-paced environment.

Knowledge of video editing or related industries is a plus but not required.

Bachelor's degree in Marketing, Business, or a related field is preferred.",/jobs/Lead-Generation-Specialist_~01426b912553d82c7e/?referrer_url_path=/nx/search/jobs,$400.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;A;o;m;e;L;d;G;s;B;u;l;P;C",
Job Search,4 weeks ago,"Linkedin outreach
Lead search
customized campaigns",/jobs/Job-Search_~01caffcd74dc70d8e0/?referrer_url_path=/nx/search/jobs,,Hourly,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;S;o;u;c;D;p;y;A;L;s;B;d;G;C;R;f;w;b;P;h;V;+;9",Hourly
Create list of youtubers,4 weeks ago,"We are seeking a skilled freelancer to compile a comprehensive list of 1500 youtubers focused on photography and photography tech. Only include channels with more that 100k subscribers. This project offers an opportunity for individuals with strong research and data gathering skills to showcase their expertise. Successful completion of this task may lead to further freelance opportunities within our organization.

Deliverables:
A list containing 1500 unique and accurately verified contacts of YouTube creators, number of subscribers, links to they YouTube channel and social network pages (Instagram, Facebook, Twitter). Also include email address and other contact info if possible. This should be done in excel spreadsheet.",/jobs/Create-list-youtubers_~01d1a5c1e2a9c5de3f/?referrer_url_path=/nx/search/jobs,$15.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;M;o;s;f;x;e;l;L;d;G",
Data Scraping from Linkedin,4 weeks ago,"Hi, nice to meet you. 

I’m looking for someone to handle a data-scraping job for me. I need a total of 10000 contacts scraped from Linkedin (based on their roles, which I will provide to you as well). I’ve done this myself with an online tool (called dataminer.io) which does this automatically in the background - I’m just too lazy to do it myself. 

If this is doable for you, please name your price. We can start with 1000 contacts so I can verify the quality, and if satisfactory, we can proceed with 1000 contacts at a time. Please name your price per 1000 contacts. 

If we agree on the terms, I can send over what roles I need, and what information I need scraped from them (Full name, Position/Role, Company, and Linkedin URL).

Thank you for your time and I hope to hear from you soon.

Best Regards,
Vasuman",/jobs/Data-span-class-highlight-Scraping-span-from-Linkedin_~0108a42074b38062d5/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;E;m;l;L;s;x;o;P;u;F;w;k;C;f;d;G;y;M;+;9",Hourly
Get Emails for the Followers of a company on Linkedin,4 weeks ago,"We will give you the link to several company's Linkedin pages. You need to extract leads from the list of people following that page. Contact job titles to look for: ceo, founder, anything with “marketing” or “sales” in the title, COO, President, owner

Please only scrape contacts with job titles matching the ones above. 

Data Columns required:
1. First name
2. Last name
3. Company Name
4. Company Website
5. Linkedin URL
6. Email (verified for bounces)
7. Name of the source Linkedin page that they followed which made you scrape their info
8. Job title

Feel free to use automation tools to do this.
Price: $250 for 10k leads. We will order these 10k in batches.",/jobs/Get-span-class-highlight-Emails-span-for-the-Followers-company-Linkedin_~01c7727c652d233e4c/?referrer_url_path=/nx/search/jobs,$250.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;M;k;I",
Web Scraping Specialist for Industry-Specific Contact Information Collection,4 weeks ago,"## Job Title:
Web Scraping Specialist for Industry-Specific Contact Information Collection

## Job Description:

### Project Overview:
We are seeking a highly skilled and experienced Web Scraping Specialist to assist us in collecting contact information from specific industries within a specific country. The goal is to compile a detailed database that includes emails and phone numbers of professionals and companies in the following sectors:  
- Property Builders (Real Estate and Commercial)  
- Contractors  
- Developers  
- Architects  
- Engineers  
- Real Estate Agents  
- Investors  
- Hardware Suppliers  

### Key Responsibilities:
- Develop and deploy effective web scraping tools or spiders to collect data from Google My Business, LinkedIn, and Instagram.  
- Ensure accurate and efficient extraction of targeted information, including emails and phone numbers, from specified industries.  
- Implement data cleansing and validation processes to ensure the high quality and reliability of the data collected.  
- Maintain compliance with all relevant legal and ethical guidelines pertaining to data collection and privacy.  
- Provide regular updates on progress and collaborate closely with our team to refine data collection strategies as needed.  

### Requirements:
- Proven experience in web scraping, data mining, and automation.  
- Proficiency in programming languages and tools commonly used for web scraping (e.g., Python, Scrapy, Selenium, BeautifulSoup).  
- Experience with handling and parsing data from various online sources, including social media platforms and business directories.  
- Familiarity with web development technologies (HTML, CSS, JavaScript) to understand webpage structures and dynamics.  
- Strong understanding of data privacy laws and ethical guidelines related to web scraping.  
- Excellent problem-solving skills and attention to detail.  
- Fluent in English, with Spanish proficiency considered a strong asset.  

### Project Duration:
Please include your estimated timeline for completing this project based on the requirements provided.

### Application Instructions:
To apply, please submit the following:  
- A brief overview of your experience with web scraping projects, specifically related to contact information collection.  
- Examples of previous projects that demonstrate your expertise in scraping data from Google My Business, LinkedIn, and Instagram.  
- Your approach to ensuring data accuracy and compliance with privacy laws.  
- Your availability and estimated timeline to complete the project.  

We are looking forward to working with a dedicated and skilled Web Scraping Specialist who can help us achieve our data collection goals efficiently and ethically. If you have the expertise and are passionate about delivering high-quality data solutions, we encourage you to apply.",/jobs/Web-span-class-highlight-Scraping-span-Specialist-for-Industry-Specific-Contact-Information-Collection_~01543c8926d779b694/?referrer_url_path=/nx/search/jobs,$100.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o;P",
Scrape a website and provide clean html/css/javascript files.,4 weeks ago,Scrape website and deliver clean html/css/javascript.,/jobs/span-class-highlight-Scrape-span-website-and-provide-clean-html-css-javascript-files_~01d7e59cc26c9a726c/?referrer_url_path=/nx/search/jobs,$90.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;e;v;b;y;L;s;B;u;d;M;o;f;x;G;C;k;I;P;N;O;R;h;T;+;8",
Lead generation and contact,4 weeks ago,"The first mission

- 1.research potential leads, scrape contact details and Send + 1000 daily messages to investors through different channels. for the purpose of raising funds by sending as many messages a possible
- 2.submit the company pitch in this website [https://www.openvc.app](https://www.openvc.app/) to all the crypto funds.

Explanation of task 1.

Potential leads are crypto early-stage investors, angel investors, and VC funds. 

Lead sources:

- scrape contact details of as many crypto angle investors as possible from those websites:
    - https://coinlaunch.space/funds/angel-investors/
    - https://cryptorank.io/funds
    - Research all potential databases. 
- Source through Linked In to find the employees of major crypto funds. or search by name like “partner” associate.”

---

after scraping

- Contact the leads through email, linked in, telegram, and others.
- send this cold message and monitor the performance. if a low response rate, we can change it.

Explanation of task 2:

open an account in open VC, submit the pitch deck to as many angle investors, Vcs as possible. 

---

the results of your messages would be:

- setting up calls with funds. raise funds from investors, get introduced to other investors, set in-person meetings with investors, and get advice and other resources from those contracts.

The second mission: contact funds for asset management:

process: 

1. research and make a list of all crypto prop trading firms, market-making firms, and preparatory trading firms. 

1. Go to the main websites of the funds and fill in the form with my contact [information]( Name: rand riyadh email [rand @ kitabq.com] the message:
---------
Hello, I am ""XXX"" from Quintes protocol and kitabq.com research labs.   
We are looking to deploy the protocol's treasury, which consists of BTC, ETH, and stablecoind into high yield strategies and considering your ""XXXcompany nameXXX"" we would like to know and exploring potential synergies,  are you open to exploring this?  
-----------
once they respond please let me know if they have any questions and we can set up a call with them.
2. Go to the fund linked in the account and contact the relevant people who are more likely to respond, like salespeople, marketing, management, and growth positions.",/jobs/Lead-generation-and-contact_~01adf38a73258910bc/?referrer_url_path=/nx/search/jobs,,Hourly,"L;i;s;t; ;B;u;l;d;n;g;,;e;a;G;r;o;P;p;c;M;k;R;h;C;F;m;7",Hourly
Email list of Electronic Component Distributors,4 weeks ago,"We are seeking a skilled list builder or data analyst to compile a targeted list of Electronic Component Distributors in specific Asian countries. The priority countries are:

1). Taiwan
2). Singapore
3). Japan
4). Korea
5). Hong Kong
6). China

Requirements:

1). Use VPN services to access the main local search engine for each country (e.g., Google Japan for Japan)

2). Ensure your VPN location matches the country you are searching for

Process:

1). Use the local search engine to find Electronic Component Distributors

2). Mine data from search engines (Google, Bing, Baidu, etc.) and localized business contact databases (e.g., LinkedIn or country-specific databases)

3). Complete the provided Excel template with the collected data for each lead

**************
IMPORTANT
***************
Please respond with your cost per lead and refer to the attached data format example for each collected lead.

Thanks,
Audrey",/jobs/span-class-highlight-Email-span-list-Electronic-Component-Distributors_~018e94ea49574a4fed/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;L;d;G;o;s;B;u;E;y;P",Hourly
Apollo.io Lead generation expert needed ASAP,4 weeks ago,"I have a 17k lead list in Apollo. Can you share the lead's name, email, LinkedIn profile, address, company, and title via apollo.io? I need these delivered in the next 24 hours. My budget is $12",/jobs/Apollo-Lead-generation-expert-needed-ASAP_~01f5905b5108a14f10/?referrer_url_path=/nx/search/jobs,$12.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P",
MCA Leads Generator,4 weeks ago,HEY I OWN A  MCA DEBT SETTLEMENT COMPANY AND ARE LOOKING FOR SOLID LEAD GENERATORS TO CALL AND OBTAIN DEALS TO HELP  MERCHANTS WITH THEIR MCA PAYMENT PROBLEMS... WHILE YOU OBTAIN AN APPOINTMENT I WILL CLOSE THE DEAL I WILL ATTACH A SAMPLE SCRIPT BELLOW,/jobs/MCA-Leads-Generator_~0116b908d182cf035d/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;E;m;l;o;u;L;d;G;s;B;y;H;k;I;M;2;P;C;R;h;N;v;O;+;8",Hourly
Urgent Apollo.io Lead Generation Specialist Needed - 24 hrs delivery,4 weeks ago,"Description:
We are in immediate need of a highly skilled Apollo Lead Generation Specialist to assist us in acquiring 17k leads through the Apollo platform. The successful candidate must possess a premium Apollo plan and be able to deliver within a strict deadline of 24 hours. The utmost importance will be placed on obtaining accurate and verified names and emails from the provided Apollo link.

Responsibilities:

-Extract 17k leads using the Apollo platform.
-Ensure the accuracy and verification of all collected names and emails.
-Deliver the completed lead list within the 24-hour timeframe.

Requirements:

-Proven experience in lead generation utilizing the Apollo platform.
-Possession of a premium Apollo plan is mandatory.
-Ability to meet tight deadlines and deliver high-quality results.
-Proficiency in data verification techniques to ensure accuracy.

 Note: Only apply if you can guarantee 24-hour delivery and have a verified Apollo Pro account.",/jobs/Urgent-Apollo-Lead-Generation-Specialist-Needed-hrs-delivery_~015c870fdde955a406/?referrer_url_path=/nx/search/jobs,$12.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;y;A;l;.;B;2;s;h;k",
Sales Lead Research,4 weeks ago,"We are looking for a researcher to build a Sales Prospecting list of contacts. We are seeking contact information for Design Directors, Construction Managers, Development Managers, and/or Owners for Restaurant companies in the United States, specifically in the Mid-Atlantic and Northeast markets. 

The Restaurant companies should have between 3 and 99 physical locations. We are seeking companies that are organizing for growth.

The contact information should be delivered in a Google Sheets document, and should include: Name / Telephone (cell) / Telephone (work) / LinkedIn Profile / Company Name / Title / Email address / Number of Restaurant Locations / Location of company HQ.",/jobs/Sales-Lead-Research_~017a2bb6e69d6662f8/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;P;o;e;W;b;C;w;M;k;R;h;m;y",Hourly
Looking for Lead Generation Expert,4 weeks ago,"We are an early stage mental health startup looking for a proactive and detail-oriented Lead Generation Specialist to help us build a comprehensive list of leads. As we expand our reach and grow our network, we need someone who can research and identify relevant companies and individuals within the start-up world. Your primary tasks will include compiling a list of leads across various categories, including venture capital firms, accelerators, incubators, business school programs, and other relevant organizations in the mental health space (companies providing some sort of wellbeing offering or mental health training to organisations).

Responsibilities:

1. Compile a list of companies within the start-up world, including venture capital firms, accelerators, incubators, business school programs, and other relevant organizations in the mental health space (companies providing some sort of wellbeing offering or mental health training to organisations). We have already started this exercise and have a template and list for you to start with. 
2. For each firm identified, collect the name and position of the most relevant person to reach out to. Given we are selling a mental health product, the most relevant person would be a Chief People Officer, Head of People, Talent Partner, Human Resources Officer for a VC firm, and if this position doesn't exist, then a founder. For Incubators, Accelerators and mental health organisations (like oma mind or heka), please find the contact details of a founder to reach out to. For the business school programmes, I will get back to you with specific information. 
3. Gather email addresses and LinkedIn profiles for each contact to facilitate outreach efforts.
4. Organize and maintain a database of leads, ensuring accuracy and completeness of information.

Requirements:

Proven experience in lead generation or market research, preferably within the B2B sector.
Excellent research skills with the ability to identify relevant companies and contacts through online resources and databases.
Strong attention to detail and accuracy in data collection and organization.
Proficiency in using tools and platforms for lead generation, such as LinkedIn, Hunter.io, Lusha and Google Sheets.
Effective communication skills, both written and verbal.
Ability to work independently and meet deadlines in a fast-paced startup environment.

Duration: This is a freelance position with the potential for ongoing collaboration based on performance and project needs.

How to Apply:

If you have experience in B2B lead generation and are confident in your ability to deliver results, we invite you to submit your proposal detailing your relevant experience and approach to lead generation. Be sure to include any relevant portfolio or past projects demonstrating your ability to excel in a similar capacity.

We look forward to reviewing your application and potentially welcoming you to our team!",/jobs/Looking-for-Lead-Generation-Expert_~012984be8438f56f51/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $6.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P;E;y",$4.00 - $6.00
Data Scrapping,4 weeks ago,Need contact infromation (specifically emails) from several different websites.,/jobs/Data-span-class-highlight-Scrapping-span_~01871307ee3170e21b/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;P;y;h;o;E;x;M",
Web scraping and lead generation,4 weeks ago,"We seek a talented and scrappy freelancer who can help us scrape seven websites and build a prospect list with email addresses. 

The database base should be built in Excel or Google Sheets. 

We are looking for a vendor who can secure a quick turnaround time.",/jobs/Web-span-class-highlight-scraping-span-and-lead-generation_~0140264756ae6fa544/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $15.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P;M;f;E;x;y",$5.00 - $15.00
Hunter IO,4 weeks ago,"Use the Hunter.IO application (I have a username and password) and extract 1000 email addresses for Founders/CEO/MD/Owners of UK Startups or Technology Companies.

This should be a simple task for someone who understands how to use Hunter.IO (https://hunter.io)",/jobs/Hunter_~010ab522cef53e8d49/?referrer_url_path=/nx/search/jobs,$20.00,Fixed price,,
Find Contact Info,4 weeks ago,"We have a contact list of 500 people - they include:
- Senior leaders at companies (e.g. CEOs, CHROs)
- Influencers (e.g. podcasters, etc.)
- Coaches (e.g. Tony Robbins, etc.)
- Professors
- Journalists
- Authors

For each one, we need their mailing address and e-mail so we can send them a physical book as well as a message online.",/jobs/Find-Contact-Info_~01fef2b9800fef95da/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;O;l;e;R;s;h;C;o;L;B;u;d;G;P",Hourly
LONG TERM partner search- Lead generation/contact,4 weeks ago,"We are excited to announce a job opening at our property management company located in beautifull Aruba, for the important role of lead finder/Appointment Setter. We are seeking an individual who can effectively source potential candidates and schedule appointments on ourbehalf. 

-Find people
-find email/phone numbers
-Do a cold call/mail ( call prefered)

Plan appointment for follow up call/meeting in real life.

Keep excel sheet off us up to date with all info.

Best regrads,

Casper van Beek",/jobs/LONG-TERM-partner-search-Lead-generation-contact_~0194b72745b6680239/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;C;o;u;y;O;e;R;s;h;L;d;G;B;M;P;F;v;f;W;x;+;5",Hourly
"Real-time Senior Living Community Construction Alerts in Wake County, NC",4 weeks ago,"Title: Real-time Senior Living Community Construction Alerts in Wake County, NC

Project Description:
We are looking for a developer to create a custom AI solution to provide real-time alerts for new senior living community construction projects with over 100 units in Wake County, NC. The system should be cost-effective, efficient, and provide accurate and timely information.

Requirements:

1. Monitor local government websites, real estate developer websites, social media platforms, and any other relevant sources for new construction projects in Wake County, NC.
2. Extract relevant information about senior living communities with over 100 units.
3. Store the extracted information in a database.
4. Monitor email alerts from local government planning departments and real estate companies.
5. Process the information from email alerts and extract relevant data.
6. Notify the user via email or text message when a new senior living community with over 100 units is being built in Wake County.
7. Adhere to legal requirements and restrictions related to web scraping, data privacy, and other aspects of the AI system.

Preferred Skills:
- Python or R programming language
- Web scraping (e.g., BeautifulSoup)
- Social media monitoring (e.g., Tweepy for Twitter API)
- Email monitoring and processing
- Database management
- AI and machine learning experience

Timeline:
The project should be completed within 3 months.

Budget:
We are looking for a cost-effective solution, so please provide a detailed breakdown of costs and a proposed budget for the project.

If you are interested in this project and have the necessary skills and experience, please submit your proposal, including your approach, timeline, and budget.


Yes, there are several ways an AI or automated system could be designed to notify you about new senior living communities with over 100 units being built in Wake County, NC. Here are a few options:

1. **Web Scraping**: An AI system can be developed to automatically scrape relevant websites, such as real estate developers, local government planning departments, and senior living community websites for information about new construction projects in Wake County.

2. **RSS Feeds**: Many local government websites and real estate companies offer RSS feeds for new construction projects and developments. An AI system can be designed to monitor these feeds for relevant information about senior living communities.

3. **Social Media Monitoring**: An AI system can be set up to monitor social media platforms like Twitter, Facebook, and LinkedIn for mentions of new senior living community construction projects in Wake County.

4. **Email Alerts**: Some local government planning departments and real estate companies offer email alerts for new construction projects. An AI system can be set up to monitor these emails for relevant information about senior living communities.

5. **Customized AI Solution**: A custom AI solution can be developed to integrate all of the above methods and provide a comprehensive and tailored notification system for new senior living community construction projects in Wake County.

Please note that the development of such an AI system would require technical expertise and resources. However, it could save you a significant amount of time and effort in the long run.",/jobs/Real-time-Senior-Living-Community-Construction-Alerts-Wake-County_~0163d1dffa134378cb/?referrer_url_path=/nx/search/jobs,,Hourly: $50.00 - $70.00,"W;e;b; ;S;c;r;a;p;i;n;g;,;E;m;l;A;u;t;o",$50.00 - $70.00
Data Scraper Required,4 weeks ago,"Hi there,
We need to generate leads and collect the contract information for real estate properties. We need property name, owner name, email, phone & location. Please apply if you are interested. Thanks",/jobs/Data-span-class-highlight-Scraper-span-Required_~0142f0d1d1cd3513a3/?referrer_url_path=/nx/search/jobs,$5.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;P;o;e;G;E;y;M;k;R;h;f;x;+;2",
Lead Generation in Aerospace,4 weeks ago,"I have a list of companies that are in the space industry (SpaceX, Blue Origin, Axiom Space). I need names, LinkedIn and emails for senior leadership at each company.",/jobs/Lead-Generation-Aerospace_~01d0fada78af085051/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;A;e;o;s;M;u;f;&;C;l;y;P;L;d;G;k;R;h;E;B;+;5",$5.00 - $10.00
Lead List Building,4 weeks ago,"I am looking for list building services. I have access to data tools and want to get contacts for about 40 accounts initially. I would say about 30-40 contacts per accounts minimum with emails, phone numbers etc.

I need someone who has experience with Linkedin Sales Navigator and other data tools.

Non negotiable: 
-  great attention to detail when it comes to data accuracy. 
- works with urgency and speed
- Is proactive with initiative. 

Let me know if you can help.",/jobs/Lead-List-Building_~011addf48284755124/?referrer_url_path=/nx/search/jobs,,Hourly: $10.00 - $25.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;P;o;e;G",$10.00 - $25.00
Find Email Addresses From A Church Website List,4 weeks ago,"We have a list of churches that we need someone to go through, click the website URL, look for email addresses from their website, and enter them into an Airtable spreadsheet. If no church email address is found, indicate so on Airtable. This work needs to be done carefully and accurately. 

I have made a short video explaining what we need to accomplish.

https://www.loom.com/share/08268c647e884d5db586f82b58c11182?sid=62c5aa71-3dfb-40ae-ab59-fc4beaa7b5c5",/jobs/Find-span-class-highlight-Email-span-Addresses-From-Church-Website-List_~0185175ccad49dc5c0/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;C;o;y;&;P;s;e;l;E;A;b",Hourly
Inviting Experienced Data Collection Agencies to Apply Today!,4 weeks ago,"Data Collection Scope of Work

Overview: The role of the Data Collector involves gathering, refining, and organizing data from various public portals and websites using a combination of manual and digital techniques. The carefully curated data is then organized into batches for use by different teams, including business researchers, campaign executives, and sales teams.

Responsibilities:

•	Develop and implement databases, data collection systems, and data analytics strategies to improve statistical efficiency and data quality.
•	Source data from primary and secondary sources and maintain databases/data systems.
•	Refine and organize existing data batches.
•	Extract data from provided sources.
•	Identify and collect accurate contact details of senior-ranking officers from targeted organizations, including Name, Designation, Official Mobile & Office Phone Number, and Official Email.

Service Provider Agreement (SPA) Obligations:

•	Provide agents proficient in data sourcing, cleaning, and sorting.
•	Ensure comprehensive and accurate information for manual collection, maintaining cleanliness and sorting of contact details.
•	Conduct internal sampling tests to validate data accuracy and completeness.
•	Begin with a list of 50 contacts, progressing to 300 contacts for subsequent assignments upon successful completion.
•	If tasked with data scraping, handle a minimum of 5000 records, ensuring all data is cleaned and sorted.
•	Implement measures to protect the Client's intellectual property.
•	Establish backup procedures to ensure timely milestone completion.

Please Note:
1.	The set rate is applicable for each milestone, typically lasting between 1 to 2 weeks on average.
2.	The overall project is expected to conclude in less than one month.
3.	This opportunity is specifically for agencies with the specified expertise; individual applications will not be considered.
4.	We warmly welcome agencies from Asia to apply and seize this opportunity.",/jobs/Inviting-Experienced-Data-Collection-Agencies-Apply-Today_~01247718229c4c972a/?referrer_url_path=/nx/search/jobs,$200.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;T;L;y;M;C;o;l;e;s;f;x;B;h;d;G;+;2",
Data Enrichment Script that can extract names + emails from domains,4 weeks ago,"Hey, I'm looking for a software that can take domains and spit out emails + names of contacts who work at this company.

Emails should be validated. Contacts should be real people (unike ""support"", ""hello"", etc.)

We're looking to extract emails of the likes of CEOs, CMOs, Founders, Executives, Marketing Managers, etc.

Input: Domain

Output: Emails + Names of executives within that domain

Similar to Hunter.io, Anymailfinder, Findymail and so on.",/jobs/Data-Enrichment-Script-that-can-extract-names-span-class-highlight-emails-span-from-domains_~0172b495652424d4a6/?referrer_url_path=/nx/search/jobs,$200.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;A;P;I;e;o;E;x;y;h",
